,노트북 이름,가격,노트북유형,운영체제,화면정보,CPU,램,그래픽,저장장치,네트워크,영상입출력,단자,부가기능,입력장치,파워,주요제원,리퍼비시
458,MSI GP시리즈 Vector GP66 12UH-i7 32GB램,"2,298,990",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3080/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 쿨링팬: 2개 / 색상: 블랙,
459,MSI GF시리즈 GF63 Thin 11UD-i5 WIN11,"972,900",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-11세대/i5-11400H (2.7GHz)/헥사(6)코어/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
460,MSI 브라보 15 B5ED-R5 32GB램,"977,620",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,AMD/라이젠5-4세대/5600H (3.3GHz)/헥사(6)코어/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /라데온 RX 6500M/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:150W/충전단자:DC/,두께:24.95mm/무게:2.35kg/ 쿨링팬: 2개 / 색상: 블랙,
461,MSI GP시리즈 Vector GP66 12UGS 64GB램,"2,359,390",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 색상: 블랙,
462,MSI GF시리즈 Sword GF66 A12UE 블랙,"1,457,120",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
463,MSI Stealth 17 Studio A13VF-i9 4K 64GB램,"2,950,000",노트북,미포함(프리도스),43.9cm(17.3인치)/3840x2160(4K UHD)/500nit/주사율:120Hz/,인텔/코어i9-13세대/i9-13900H (2.6GHz)/ 14코어(6P+8E) /,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
464,레노버 요가 Slim7 Carbon 13IRP8 83AY002LKR,"1,610,000",노트북,윈도우11홈,33.78cm(13.3인치)/2560x1600(WQXGA)/400nit/주사율:90Hz/,인텔/코어i5-13세대/i5-1340P (1.9GHz)/12코어(4P+8E)/,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/MIL-STD/,키보드 라이트/ㅡ형 방향키/,배터리:50Wh/충전단자:타입C/,두께:14.8mm/무게:972g/ 쿨링팬: 1개 / 색상: 화이트,
465,MSI Pulse 15 B13VGK QHD WIN11 64GB램,"2,518,720",노트북,윈도우11(설치),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:240W/충전단자:DC/,두께:26.9mm/무게:2.3kg/ 쿨링팬: 2개 / 색상: 그레이,
466,MSI 브라보 15 B5ED-R5 WIN11 16GB램,"990,000",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,AMD/라이젠5-4세대/5600H (3.3GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /라데온 RX 6500M/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:150W/충전단자:DC/,두께:24.95mm/무게:2.35kg/ 쿨링팬: 2개 / 색상: 블랙,
467,레노버 아이디어패드 Slim5-15ITL Premiere i5,"890,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/300nit/,인텔/코어i5-11세대/i5-1135G7 (2.4GHz)/쿼드(4)코어/,DDR4/램 용량:8GB/3200MHz/,외장그래픽 /MX450/VRAM:2GB/,M.2(NVMe)/256GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 지원 / SD카드 /,지문인식(전원버튼) / 웹캠OFF 지원 /고속충전/USB-PD/,키보드 라이트/ㅡ형 방향키/숫자 키패드(4열)/,배터리:57Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.69kg/ 색상: 그레이,
468,MSI Pulse 15 B13VGK QHD WIN11,"2,337,120",노트북,윈도우11(설치),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:240W/충전단자:DC/,두께:26.9mm/무게:2.3kg/ 쿨링팬: 2개 / 색상: 그레이,
469,레노버 V15 Gen3 ABA 82TV002WKR,"765,000",노트북,윈도우11홈,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠7-4세대/5825U (2.0GHz)/옥타(8)코어/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능(1슬롯) /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/256GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,TPM/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,ㅡ형 방향키/숫자 키패드(4열)/,배터리:45Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 그레이,
470,MSI GF시리즈 GF63 Thin 11UD-i5 WIN11 16GB램,"1,005,800",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-11세대/i5-11400H (2.7GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
471,MSI GF시리즈 Sword GF66 A12UC 화이트 WIN11 32GB램,"1,423,610",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 화이트,
472,Razer Blade 14 R9 Zen4 R3080Ti QHD,"3,894,050",노트북,윈도우11홈,35.56cm(14인치)/2560x1440(QHD)/주사율:165Hz/,AMD/라이젠9-5세대/6900HX (3.3GHz)/옥타(8)코어/,DDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3080 Ti/TGP:100W/VRAM:16GB/,M.2(NVMe)/1TB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,USB-C: 2개 / USB-A: 2개 /,얼굴 인식/TPM/USB-PD/DP Alt Mode/,RGB 라이트/ㅡ형 방향키/,배터리:61.6Wh/어댑터:230W/충전단자:전용포트/,두께:16.8mm/무게:1.78kg/ 쿨링팬: 2개 / 색상: 블랙,
473,MSI Stealth 15 A13VF 4K 64GB램,"2,306,650",노트북,미포함(프리도스),39.62cm(15.6인치)/3840x2160(4K UHD)/400nit/주사율:120Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:90W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 2개 / USB-A: 2개 /,USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:19.9mm/무게:2.1kg/ 쿨링팬: 3개 / 색상: 블랙,
474,MSI Stealth 15 A13VF 4K 32GB램,"2,184,520",노트북,미포함(프리도스),39.62cm(15.6인치)/3840x2160(4K UHD)/400nit/주사율:120Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:90W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 2개 / USB-A: 2개 /,USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:19.9mm/무게:2.1kg/ 쿨링팬: 3개 / 색상: 블랙,
475,MSI GF시리즈 Sword GF76 B13VEK 64GB램,"1,818,530",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
476,레노버 요가 Slim7 ProX 14ARH7 82TL003TKR,"1,680,000",노트북,미포함(프리도스),36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,AMD/라이젠7-5세대/6800HS (3.2GHz)/옥타(8)코어/,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3050/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,웹캠(FHD)/,USB-C: 2개 / USB-A: 2개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/,배터리:70Wh/충전단자:타입C/,두께:15.9mm/무게:1.45kg/ 쿨링팬: 2개 / 색상: 그레이,
477,한성컴퓨터 TFG5275T,"1,208,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:75W/VRAM:4GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:53.35Wh/어댑터:150W/충전단자:DC/,두께:26mm/무게:2kg/ 색상: 블랙,
478,MSI GF시리즈 Sword GF66 A12UE 화이트,"1,549,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 화이트,
479,MSI GF시리즈 Thin GF63 12VF WIN11,"1,440,000",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
480,MSI 크리에이터 M16 B12VE 32GB램,"1,720,000",노트북,미포함(프리도스),40.6cm(16인치)/1920x1200(WUXGA)/350nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,지문 인식/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:200W/충전단자:DC/,두께:23.95mm/무게:2.26kg/ 쿨링팬: 2개 / 색상: 블랙,
481,MSI 모던시리즈 모던 15 B7M-R5 WIN11,"798,960",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/,AMD/라이젠5(Zen3)/ 7530U (2.0Hz) /헥사(6)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.75kg/ 색상: 블랙,
482,MSI GF시리즈 Sword GF76 A12UC 포스 WIN11 64GB램,"1,342,330",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
483,MSI GF시리즈 Sword GF76 A11UE 베이직,"1,270,000",노트북,미포함(프리도스),43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-11세대/i7-11800H (2.3GHz)/옥타(8)코어/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
484,레노버 요가 Slim7 Carbon 14ACN6 82L0004YKR WIN11,"1,390,000",노트북,윈도우11(설치),35.56cm(14인치)/2880x1800(WQXGA+)/600nit/주사율:90Hz/,AMD/라이젠7-4세대/5800U (1.9GHz)/옥타(8)코어/,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,외장그래픽 /MX450/VRAM:2GB/,M.2(NVMe)/1TB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/,웹캠(HD)/,USB-C: 3개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/MIL-STD/,키보드 라이트/ㅡ형 방향키/,배터리:61Wh/충전단자:타입C/,두께:14.9mm/무게:1.09kg/ 색상: 그레이,
485,레노버 요가 Slim7 ProX 14ARH7 82TL003TKR WIN11,"1,618,900",노트북,윈도우11(설치),36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,AMD/라이젠7-5세대/6800HS (3.2GHz)/옥타(8)코어/,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3050/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,웹캠(FHD)/,USB-C: 2개 / USB-A: 2개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/,배터리:70Wh/충전단자:타입C/,두께:15.9mm/무게:1.45kg/ 쿨링팬: 2개 / 색상: 그레이,
486,한성컴퓨터 TFX3150UW Pro W11,"790,000",2 in 1,윈도우11홈,33.782cm(13.3인치)/1920x1080(FHD)/300nit/,인텔/코어i5-11세대/i5-1135G7 (2.4GHz)/쿼드(4)코어/,LPDDR4x(온보드) /램 용량:8GB/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(SATA)/500GB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/,웹캠(HD)/,USB-C: 1개 / USB-A: 1개 / MicroSD카드 /,전용 펜 지원/USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/,배터리:47.12Wh/어댑터:65W/충전단자:DC/,두께:16mm/무게:1.3kg/ 색상: 그레이,
487,Razer Blade Pro 17 12Gen R3080Ti QHD,"4,298,950",노트북,윈도우11홈,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12800H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3080 Ti/TGP:165W/VRAM:16GB/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI 2.1/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 3개 / SD카드 /,얼굴 인식/TPM/USB-PD/DP Alt Mode/,ㅡ형 방향키/,배터리:82Wh/어댑터:280W/충전단자:전용포트/,두께:19.9mm/무게:2.75kg/ 쿨링팬: 2개 / 색상: 블랙,
488,한성컴퓨터 TFG5277XGW,"1,947,990",노트북,윈도우11홈,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 3개 / MicroSD카드 /,얼굴 인식/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:62.32Wh/어댑터:230W/충전단자:DC/,두께:20mm/무게:1.7kg/ 색상: 그레이,
489,MSI 크리에이터 17 A10SD HDR,"1,555,350",노트북,미포함(프리도스),43.94cm(17.3인치)/3840x2160(4K UHD)/1180nit/,인텔/코어i7-10세대/i7-10750H (2.6GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /GTX1660 Ti/MAX-Q/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,썬더볼트3:1개(USB-C겸용)/ MicroSD카드 /,얼굴 인식/지문 인식/USB-PD/,키보드 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:82Wh/어댑터:180W/충전단자:DC/,두께:20.25mm/무게:2.5kg/ 색상: 실버,
490,MSI Stealth 17 Studio A13VF-i9 4K WIN11,"2,720,000",노트북,윈도우11(설치),43.9cm(17.3인치)/3840x2160(4K UHD)/500nit/주사율:120Hz/,인텔/코어i9-13세대/i9-13900H (2.6GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:240W/충전단자:전용포트/,두께:20.8mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
491,한성컴퓨터 TFX5560U 8GB램,"620,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/350nit/,AMD/라이젠5-4세대/5600U (2.3GHz)/헥사(6)코어/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/250GB/저장 슬롯:1개/,무선랜:802.11ac(Wi-Fi 5)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/숫자 키패드(3열)/,배터리:53.58Wh/어댑터:65W/충전단자:DC/,두께:21mm/무게:1.6kg/ 색상: 블랙,
492,MSI GF시리즈 Sword GF76 A12UC 포스 16GB램,"1,178,460",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
