,노트북 이름,가격,노트북유형,운영체제,화면정보,CPU,램,그래픽,저장장치,네트워크,영상입출력,단자,부가기능,입력장치,파워,주요제원,리퍼비시
139,레노버 요가 Slim7 Pro 16IAH7 82VA002EKR,"1,549,000",노트북,미포함(프리도스),40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:120Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,외장그래픽 /Arc A370M/VRAM:4GB/,M.2(NVMe)/1TB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI 2.0/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 2개 / SD카드 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:75Wh/충전단자:전용포트/,두께:17.4mm/무게:2.08kg/ 쿨링팬: 2개 / 색상: 그레이,
140,ASUS ROG Flow X13 GV302XI-MU002W,"3,120,000",2 in 1,윈도우11홈,34.03cm(13.4인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,AMD/라이젠9(Zen4)/7940HS (4.0Hz)/옥타(8)코어/,LPDDR5(온보드)/램 용량:32GB/ 램 교체: 불가능 /,외장그래픽 /RTX4070/TGP:60W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,USB-C: 2개 / USB-A: 1개 / MicroSD카드 /,얼굴 인식/TPM/고속충전/전용 펜 지원/ 전용 펜 포함 /USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:75Wh/어댑터:130W/충전단자:타입C/,두께:18.7mm/무게:1.3kg/ 쿨링팬: 2개 / 색상: 블랙,
141,한성컴퓨터 TFG6396,"1,990,000",노트북,미포함(프리도스),40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,인텔/코어i9-13세대/i9-13900HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜: 2.5기가비트 /,HDMI 2.1/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 3개 / SD카드 /,얼굴 인식/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:97.5Wh/어댑터:330W/충전단자:DC/,두께:31mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 화이트,
142,MSI Stealth 15M B12UE WIN11 64GB램,"1,950,000",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-1280P (1.8GHz)/ 14코어(6P+8E) /,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 2개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:53.8Wh/어댑터:180W/충전단자:DC/,두께:17mm/무게:1.8kg/ 색상: 블랙,
143,MSI 프레스티지 16 A12UD WIN11,"1,776,580",노트북,윈도우11(설치),40.6cm(16인치)/2560x1600(WQXGA)/1000nit/주사율:165Hz/,인텔/코어i7-12세대/i7-1280P (1.8GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,외장그래픽 /RTX3050 Ti/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 2개 / MicroSD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:82Wh/어댑터:100W/충전단자:타입C/,두께:16.85mm/무게:2.1kg/ 쿨링팬: 2개 / 색상: 실버,
144,한성컴퓨터 TFG7276XG 32GB램,"1,619,000",노트북,미포함(프리도스),43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 3개 / MicroSD카드 /,얼굴 인식/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:91.24Wh/어댑터:230W/충전단자:DC/,두께:22mm/무게:2.5kg/ 색상: 블랙,
145,MSI GL시리즈 Pulse GL76 12UEOK WIN11 32GB램,"1,526,710",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.2mm/무게:2.66kg/ 쿨링팬: 2개 / 색상: 그레이,
146,MSI Stealth 17M A12UE WIN11 64GB램,"1,532,230",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-1280P (1.8GHz)/ 14코어(6P+8E) /,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:180W/충전단자:DC/,두께:21.55mm/무게:2.2kg/ 색상: 블랙,
147,MSI GF시리즈 Sword GF76 A11UE 화이트 WIN10 32GB램,"1,990,000",노트북,윈도우10,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-11세대/i7-11800H (2.3GHz)/옥타(8)코어/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 색상: 화이트,
148,MSI GF시리즈 Sword GF66 A12UE 블랙 WIN11 32GB램,"1,756,570",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
149,MSI GF시리즈 Sword GF76 A12UC 포스 32GB램,"1,198,390",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
150,MSI GF시리즈 Thin GF63 12VE-i7 32GB램,"1,251,680",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
151,MSI GF시리즈 Sword GF76 A12UC,"1,490,000",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 색상: 블랙,
152,MSI GF시리즈 Sword GF76 A12UE 포스 WIN11 32GB램,"1,490,000",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
153,MSI 크리에이터 M16 A12UC WIN11 64GB램,"1,546,090",노트북,윈도우11(설치),40.6cm(16인치)/2560x1600(WQXGA)/500nit/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,지문 인식/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:23.95mm/무게:2.26kg/ 색상: 블랙,
154,MSI Stealth 17M A12UE 32GB램,"1,340,890",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-1280P (1.8GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:180W/충전단자:DC/,두께:21.55mm/무게:2.2kg/ 색상: 블랙,
155,한성컴퓨터 TFX3150U Pro,"655,620",2 in 1,미포함(프리도스),33.782cm(13.3인치)/1920x1080(FHD)/300nit/,인텔/코어i5-11세대/i5-1135G7 (2.4GHz)/쿼드(4)코어/,LPDDR4x(온보드) /램 용량:8GB/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(SATA)/500GB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/,웹캠(HD)/,USB-C: 1개 / USB-A: 1개 / MicroSD카드 /,전용 펜 지원/USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/,배터리:47.12Wh/어댑터:65W/충전단자:DC/,두께:16mm/무게:1.3kg/ 색상: 그레이,
156,MSI GF시리즈 GF63 Thin 11UD-i5 WIN10 16GB램,"1,224,730",노트북,윈도우10,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-11세대/i5-11400H (2.7GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
157,MSI GF시리즈 Sword GF66 A12UC-i5 블랙 WIN11,"979,120",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
158,레노버 요가 Slim7 Pro 16ARH7 82UW000GKR,"1,390,000",노트북,미포함(프리도스),40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,AMD/라이젠5-5세대/6600HS (3.3GHz)/헥사(6)코어/,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3050/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI 2.0/웹캠(FHD)/,USB-C: 1개 / USB-A: 2개 / SD카드 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:75Wh/충전단자:전용포트/,두께:17.4mm/무게:2.08kg/ 쿨링팬: 2개 / 색상: 그레이,
159,한성컴퓨터 Bossmonster GTX63 T9X7Q16,"2,038,000",노트북,미포함(프리도스),40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,인텔/코어i9-13세대/i9-13900HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI 2.0/mini DP/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 2개 / MicroSD카드 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:73Wh/어댑터:280W/충전단자:DC/,두께:27.8mm/무게:2.5kg/ 쿨링팬: 2개 / 색상: 블랙,
160,MSI GP시리즈 Vector GP77 13VF QHD,"2,128,490",노트북,미포함(프리도스),43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:240W/충전단자:전용포트/,두께:25.9mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
161,MSI GF시리즈 Thin GF63 12VE,"1,209,970",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
162,MSI 브라보 15 B5ED-R5 WIN11 32GB램,"1,045,510",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,AMD/라이젠5-4세대/5600H (3.3GHz)/헥사(6)코어/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /라데온 RX 6500M/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:150W/충전단자:DC/,두께:24.95mm/무게:2.35kg/ 쿨링팬: 2개 / 색상: 블랙,
163,MSI 사이보그 15 A12VE-i5,"1,151,040",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
164,삼성전자 갤럭시북3 프로360 NT960QFG-K71A,"2,169,000",2 in 1,윈도우11홈,40.6cm(16인치)/2880x1800(WQXGA+)/400nit/주사율:120Hz/,인텔/코어i7-13세대/i7-1360P (2.2GHz)/12코어(4P+8E)/,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 1개 / MicroSD카드 /,지문인식(전원버튼) /TPM/전용 펜 지원/ 전용 펜 포함 /USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:76Wh/어댑터:65W/충전단자:타입C/,두께:12.8mm/무게:1.66kg/ 색상: 그라파이트,
165,MSI 사이보그 15 A12VF WIN11,"1,300,930",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
166,MSI 모던시리즈 모던14 C5M-R5 WIN11,"719,980",노트북,윈도우11(설치),35.5cm(14인치)/1920x1080(FHD)/300nit/,AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.35mm/무게:1.4kg/ 색상: 실버,
167,에이서 스위프트 X SFX14-41G R7 W11,"1,170,000",노트북,윈도우11홈,35.56cm(14인치)/1920x1080(FHD)/300nit/,AMD/라이젠7-4세대/5800U (1.9GHz)/옥타(8)코어/,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI 2.0/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:59Wh/어댑터:90W/충전단자:DC/,두께:17.9mm/무게:1.39kg/ 색상: 골드,
168,레노버 아이디어패드 Slim5-15ITL Premiere Plus i5,일시품절,노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/300nit/,인텔/코어i5-11세대/i5-1135G7 (2.4GHz)/쿼드(4)코어/,DDR4/램 용량:16GB/3200MHz/,외장그래픽 /MX450/VRAM:2GB/,M.2(NVMe)/256GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 지원 / SD카드 /,지문인식(전원버튼) / 웹캠OFF 지원 /고속충전/USB-PD/,키보드 라이트/ㅡ형 방향키/숫자 키패드(4열)/,배터리:57Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.69kg/ 색상: 그레이,
169,레노버 요가 Slim7 ProX 14IAH7 82TK004NKR,"2,790,000",노트북,미포함(프리도스),36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:32GB/5200MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3050/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.0/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 1개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/,배터리:70Wh/충전단자:타입C/,두께:15.9mm/무게:1.45kg/ 쿨링팬: 2개 / 색상: 그레이,
170,에이서 프레데터 Helios Neo 16 PHN16-71 4060 W11,"1,940,000",노트북,윈도우11홈,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,인텔/코어i7-13세대/i7-13700HX (2.1GHz)/ 16코어(8P+8E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/웹캠(HD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 3개 / MicroSD카드 /,USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:90Wh/어댑터:330W/충전단자:DC/,두께:28mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
171,MSI GF시리즈 GF63 Thin 11UD-i5 16GB램,"936,240",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-11세대/i5-11400H (2.7GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
172,한성컴퓨터 올데이롱 TFX5556U,"798,990",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠5-4세대/ 5560U (2.3GHz) /헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/500GB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:91.24Wh/어댑터:65W/충전단자:DC/,두께:18mm/무게:1.4kg/ 색상: 블랙,
173,MSI GT시리즈 Titan GT77 HX 13VI-i9 4K Mini LED W11 128GB램,"7,820,000",노트북,윈도우11홈,43.9cm(17.3인치)/3840x2160(4K UHD)/1000nit/주사율:144Hz/,인텔/코어i9-13세대/i9-13980HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:128GB/ 램 교체: 가능 /,외장그래픽 /RTX4090/TGP:175W/VRAM:16GB/MUX 스위치/,M.2(NVMe)/4TB/저장 슬롯:3개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜: 2.5기가비트 /,HDMI/mini DP/웹캠(HD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 3개 / SD카드 /,얼굴 인식/지문 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,기계식 키보드/RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:330W/충전단자:전용포트/,두께:23mm/무게:3.3kg/ 쿨링팬: 4개 / 색상: 블랙,
