id,제조사,이름,배터리,이미지,cpu,램 용량,램 상세,화면크기,화면상세,그래픽,저장용량,저장용량 상세,무게,가격
198,LG전자,2023 그램15 15Z90RT-GAOBK,57.00,https://img.danawa.com/prod_img/500000/763/126/img/13126763_1.jpg?shrink=130:130&_v=20220125170110,인텔 코어i5-11세대 i5-1135G7 (2.4GHz) 쿼드(4)코어,16,DDR4/램 용량:16GB/3200MHz/,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/,외장그래픽 /MX450/VRAM:2GB/,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.69,999999
199,MSI,크로스헤어 17 B12UGSZ WIN11 64GB램,39.30,https://img.danawa.com/prod_img/500000/394/209/img/20209394_1.jpg?shrink=130:130&_v=20230517161212,AMD 라이젠5(Zen3)  7530U (2.0Hz)  헥사(6)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.40,630000
200,한성컴퓨터,Bossmonster GTS63 T9H6Q24,60.00,https://img.danawa.com/prod_img/500000/930/361/img/19361930_1.jpg?shrink=130:130&_v=20230324091539,인텔 코어i5-13세대 i5-1340P (1.9GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/6000MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/400nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,0.99,1770000
201,MSI,Stealth 17 Studio A13VH QHD,90.00,https://img.danawa.com/prod_img/500000/940/467/img/17467940_1.jpg?shrink=130:130&_v=20230601092041,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3070 Ti/TGP:140W/VRAM:8GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.80,2160000
202,MSI,GP시리즈 Vector GP66 12UGSO QHD WIN11 32GB램,73.00,https://img.danawa.com/prod_img/500000/251/227/img/19227251_1.jpg?shrink=130:130&_v=20230411145136,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/350nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1790000
203,레노버,요가 Slim7 ProX 14ARH7 82TL003WKR,99.90,https://img.danawa.com/prod_img/500000/532/910/img/18910532_1.jpg?shrink=130:130&_v=20230209092548,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4080/TGP:105W/VRAM:12GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,3389660
204,MSI,GF시리즈 Sword GF76 A12UE 포스 WIN11 32GB램,65.00,https://img.danawa.com/prod_img/500000/904/582/img/19582904_1.jpg?shrink=130:130&_v=20230525092127,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,1870000
205,레노버,요가 Slim7 ProX 14ARH7 82TL003XKR,70.00,https://img.danawa.com/prod_img/500000/795/549/img/17549795_1.jpg?shrink=130:130&_v=20230126091630,AMD 라이젠7-5세대 6800HS (3.2GHz) 옥타(8)코어,32,LPDDR5(온보드)/램 용량:32GB/6400MHz/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.45,1519000
206,에이서,프레데터 Helios 16 PH16-71 4080,53.50,https://img.danawa.com/prod_img/500000/366/241/img/19241366_1.jpg?shrink=130:130&_v=20230307123634,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1890000
207,MSI,GP시리즈 Vector GP66 12UGSO QHD WIN11,70.00,https://img.danawa.com/prod_img/500000/702/549/img/17549702_1.jpg?shrink=130:130&_v=20220727161342,AMD 라이젠7-5세대 6800HS (3.2GHz) 옥타(8)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.45,1299000
208,ASUS,TUF Dash F15 FX517ZM-HQ120 WIN11 32GB램,90.00,https://img.danawa.com/prod_img/500000/022/927/img/19927022_1.jpg?shrink=130:130&_v=20230511093442,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.60,3690000
209,에이서,프레데터 Helios 18 PH18-71 4070 W11,65.00,https://img.danawa.com/prod_img/500000/979/582/img/19582979_1.jpg?shrink=130:130&_v=20230601091330,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,1680000
210,MSI,써밋 E16 Flip A13VET,76.00,https://img.danawa.com/prod_img/500000/983/577/img/17577983_1.jpg?shrink=130:130&_v=20230525091538,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.00,1669990
211,삼성전자,갤럭시북2 NT550XEZ-A58A WIN11 16GB램,90.00,https://img.danawa.com/prod_img/500000/108/160/img/19160108_1.jpg?shrink=130:130&_v=20230420091828,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,18,45.72cm(18인치)/2560x1600(WQXGA)/300nit/주사율:165Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,3.16,2830000
212,MSI,모던시리즈 모던14 C5M-R7,82.00,https://img.danawa.com/prod_img/500000/104/476/img/19476104_1.jpg?shrink=130:130&_v=20230601091948,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:165Hz/,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,1000,M.2(NVMe)/1TB/,2.10,2207030
213,한성컴퓨터,언더케이지 TFX4450H,43.00,https://img.danawa.com/prod_img/500000/115/578/img/17578115_1.jpg?shrink=130:130&_v=20220802085339,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),16,DDR4/램 용량:16GB/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,내장그래픽 / UHD Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.80,756000
214,MSI,GF시리즈 GF63 Thin 11UD-i5,39.30,https://img.danawa.com/prod_img/500000/522/927/img/17927522_1.jpg?shrink=130:130&_v=20230320151834,AMD 라이젠7-4세대 5825U (2.0GHz) 옥타(8)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.40,548990
215,MSI,GP시리즈 Vector GP77 13VG QHD 32GB램,46.74,https://img.danawa.com/prod_img/500000/249/609/img/11609249_1.jpg?shrink=130:130&_v=20220429094233,AMD 라이젠5-3세대 4600H (3.0GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,14,35.56cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,250,M.2(NVMe)/250GB/,1.10,641680
216,에이서,니트로 5 AN517-55 3070Ti,52.40,https://img.danawa.com/prod_img/500000/356/649/img/17649356_1.jpg?shrink=130:130&_v=20221103091953,인텔 코어i5-11세대 i5-11400H (2.7GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,899480
217,MSI,GP시리즈 Vector GP66 12UH-i7,65.00,https://img.danawa.com/prod_img/500000/872/104/img/19104872_1.jpg?shrink=130:130&_v=20230504091501,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,2754740
218,한성컴퓨터,TFG7597XG,90.00,https://img.danawa.com/prod_img/500000/394/521/img/17521394_1.jpg?shrink=130:130&_v=20221109153454,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/,512,M.2(NVMe)/512GB/저장 슬롯:3개/,3.00,1749000
219,MSI,사이보그 15 A12VF-i5,65.00,https://img.danawa.com/prod_img/500000/037/401/img/17401037_1.jpg?shrink=130:130&_v=20230309090637,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2152700
220,MSI,GF시리즈 Sword GF76 B13VFK 32GB램,91.24,https://img.danawa.com/prod_img/500000/237/219/img/14219237_1.jpg?shrink=130:130&_v=20220429093700,AMD 라이젠9-4세대 5900HX (3.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070/TGP:140W/VRAM:8GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.20,1654360
221,레노버,V15 Gen3 ABA 82TV0030KR,53.50,https://img.danawa.com/prod_img/500000/677/473/img/19473677_1.jpg?shrink=130:130&_v=20230322132137,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),8,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,512,M.2(NVMe)/512GB/,1.98,1245000
222,레노버,요가 Slim7 Pro 16IAH7 82VA0006KR,53.50,https://img.danawa.com/prod_img/500000/762/109/img/19109762_1.jpg?shrink=130:130&_v=20230330090910,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1798500
223,MSI,GP시리즈 Vector GP77 13VF QHD WIN11 64GB램,45.00,https://img.danawa.com/prod_img/500000/975/575/img/18575975_1.jpg?shrink=130:130&_v=20230320151900,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,4,DDR4/램 용량:4GB/3200MHz/ 램 교체: 가능(1슬롯) /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/,1.70,580000
224,레노버,V15 Gen2 82KD000UKR,75.00,https://img.danawa.com/prod_img/500000/400/872/img/17872400_1.jpg?shrink=130:130&_v=20221006100413,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,LPDDR5(온보드)/램 용량:32GB/4800MHz/ 램 교체: 불가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:120Hz/,외장그래픽 /Arc A370M/VRAM:4GB/,1000,M.2(NVMe)/1TB/저장 슬롯:1개/,2.08,1929000
225,한성컴퓨터,올데이롱 TFX6250H,65.00,https://img.danawa.com/prod_img/500000/442/105/img/19105442_1.jpg?shrink=130:130&_v=20230420091207,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.80,2480000
226,삼성전자,갤럭시북3 프로 NT940XFT-A51A WIN11,38.00,https://img.danawa.com/prod_img/500000/622/726/img/13726622_1.jpg?shrink=130:130&_v=20220621104624,AMD 라이젠5-4세대 5500U (2.1GHz) 헥사(6)코어,4,DDR4/램 용량:4GB/3200MHz/ 램 교체: 가능(1슬롯) /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.70,534740
227,MSI,크리에이터 M16 B12VE,82.04,https://img.danawa.com/prod_img/500000/941/715/img/17715941_1.jpg?shrink=130:130&_v=20230119091618,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/300nit/주사율:90Hz/,내장그래픽 / UHD Graphics /,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.46,979000
228,한성컴퓨터,TFG6396W,63.00,https://img.danawa.com/prod_img/500000/552/058/img/19058552_1.jpg?shrink=130:130&_v=20230228084107,인텔 코어i5-13세대 i5-1340P (1.9GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,14,35.6cm(14인치)/2880x1800(WQXGA+)/400nit/주사율:120Hz/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.17,1437990
229,한성컴퓨터,TFX5550UC 16GB램,53.50,https://img.danawa.com/prod_img/500000/165/955/img/19955165_1.jpg?shrink=130:130&_v=20230427103618,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/1920x1200(WUXGA)/350nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.26,1639000
230,에이서,프레데터 Helios 16 PH16-71 4060,97.50,https://img.danawa.com/prod_img/500000/854/455/img/19455854_1.jpg?shrink=130:130&_v=20230601092451,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.60,2130000
231,MSI,GE시리즈 Raider GE78 HX 13VG-i9 QHD,49.00,https://img.danawa.com/prod_img/500000/948/710/img/18710948_1.jpg?shrink=130:130&_v=20230110094059,AMD 라이젠5-4세대 5500U (2.1GHz) 헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,250,M.2(NVMe)/250GB/저장 슬롯:1개/,1.60,569000
232,한성컴퓨터,TFG6397W,90.00,https://img.danawa.com/prod_img/500000/711/529/img/19529711_1.jpg?shrink=130:130&_v=20230328091056,인텔 코어i7-13세대 i7-13700HX (2.1GHz)  16코어(8P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,2199000
233,MSI,GP시리즈 Vector GP77 13VF QHD WIN11 32GB램,99.90,https://img.danawa.com/prod_img/500000/159/105/img/20105159_1.jpg?shrink=130:130&_v=20230525091752,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,3.10,3098990
234,에이서,프레데터 Helios 16 PH16-71 4070 W11,97.50,https://img.danawa.com/prod_img/500000/941/455/img/19455941_1.jpg?shrink=130:130&_v=20230428123449,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.60,2430000
235,MSI,Stealth 17 Studio A13VI-i9 4K Mini LED W11,65.00,https://img.danawa.com/prod_img/500000/451/105/img/19105451_1.jpg?shrink=130:130&_v=20230330091314,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.80,2380000
